"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"457","NG",2018-07-01,"lesbian feminism","feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","US",2018-08-01,"feminism definition",NA,"what is feminism","feminist definition","intersectional feminism","white feminism","black feminism","everyday feminism","third wave feminism","second wave feminism","radical feminism","what is a feminist","sexism","feminism today","waves of feminism","feminism meme","when feminism is white supremacy in heels","feminism is for everybody","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","IN",2018-08-01,"feminism meaning",NA,"feminist meaning","feminism definition","what is feminism","feminism in india","quotes on feminism","feminist meaning in hindi","feminism in tamil","liberal feminism","radical feminism","feminist meaning in tamil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","GB",2018-08-01,"feminism definition",NA,"intersectional feminism","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","NG",2018-08-01,NA,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","US",2018-09-01,NA,"feminism definition","what is feminism","feminist definition","intersectional feminism","black feminism","third wave feminism","white feminism","feminism quotes","second wave feminism","radical feminism","first wave feminism","feminism meaning","bell hooks","waves of feminism","what is a feminist","liberal feminism","feminism symbol","everyday feminism","feminist movement","bell hooks feminism is for everybody","manspreading feminism","transnational feminism","feminism is cancer","fourth wave feminism","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","CA",2018-09-01,NA,"feminism definition","what is feminism","waves of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","IN",2018-09-01,"feminism meaning",NA,"feminist meaning","feminism definition","feminism in hindi","what is feminism","feminism meaning in hindi","waves of feminism","radical feminism","feminism in tamil","feminist meaning in hindi","feminist meaning in tamil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","GB",2018-09-01,NA,"feminism definition","what is feminism","marxism","feminist definition","radical feminism","intersectional feminism","functionalism","marxist feminism","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","NG",2018-09-01,NA,"feminism meaning","what is feminism","feminist meaning","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","US",2018-10-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","black feminism","white feminism","second wave feminism","third wave feminism","first wave feminism","liberal feminism","history of feminism","feminism quotes","radical feminism","feminism examples","anti feminism","everyday feminism","waves of feminism","suffrage","patriarchy","feminism is for everybody","when did feminism start","prageru feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","CA",2018-10-01,"feminism definition",NA,"what is feminism","feminist definition","intersectional feminism","radical feminism","first wave feminism","marxist feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","IN",2018-10-01,"feminism meaning",NA,"feminism definition","feminist meaning","feminism in hindi","what is feminism","feminism in india","liberal feminism","radical feminism","feminism essay","postmodern feminism","pseudo feminism","feminism in literature","feminist meaning in hindi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","GB",2018-10-01,NA,"feminism definition","what is feminism","intersectional feminism","radical feminism","second wave feminism","black feminism","liberal feminism","feminist definition","marxist feminism","third wave feminism","first wave feminism","types of feminism","white feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","NG",2018-10-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","US",2018-11-01,"feminism definition",NA,"what is feminism","feminist definition","intersectional feminism","black feminism","second wave feminism","third wave feminism","white feminism","radical feminism","first wave feminism","feminism examples","history of feminism","waves of feminism","feminism today","liberal feminism","modern feminism","sexism","what is a feminist","fourth wave feminism","anarcha feminism","marxist feminism","feminism symbol","feminism is for everybody","toxic feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","IN",2018-11-01,"feminism meaning",NA,"feminist meaning","feminism in india","feminism definition","what is feminism","feminism in hindi","feminist meaning in hindi","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","GB",2018-11-01,NA,"feminism definition","what is feminism","marxist feminism","third wave feminism","intersectional feminism","radical feminism","second wave feminism","history of feminism","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","US",2018-12-01,"feminism definition",NA,"what is feminism","feminist definition","third wave feminism","intersectional feminism","second wave feminism","radical feminism","white feminism","black feminism","liberal feminism","waves of feminism","modern feminism","first wave feminism","history of feminism","everyday feminism","fourth wave feminism","feminist quotes","feminism is for everybody","socialist feminism","sojourner truth","transnational feminism","quotes about feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","CA",2018-12-01,NA,"feminism definition","third wave feminism","feminist definition","second wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","IN",2018-12-01,"feminism meaning",NA,"feminist meaning","feminism definition","feminism meaning hindi","feminism meaning in hindi","what is feminism","liberal feminism","black feminism","feminism in india","radical feminism","feminist meaning in hindi","socialist feminism","waves of feminism","feminism thana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","GB",2018-12-01,NA,"feminism definition","what is feminism","feminism meaning","radical feminism","feminist definition","second wave feminism","what is a feminist","intersectional feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","NG",2018-12-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","PH",2018-01-01,NA,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","AU",2018-02-01,"feminism definition",NA,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","ZA",2018-02-01,"feminism definition",NA,"feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","PH",2018-03-01,NA,"sex positive feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","AU",2018-03-01,NA,"feminism definition","intersectional feminism","what is feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","ZA",2018-04-01,NA,"what is feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","PH",2018-05-01,NA,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","AU",2018-05-01,"feminism definition",NA,"feminist definition","intersectional feminism","what is feminism","second wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","ZA",2018-05-01,"feminism definition",NA,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","AU",2018-08-01,"feminism definition","second wave feminism","intersectional feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","ZA",2018-08-01,"feminism definition",NA,"feminist definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","ZA",2018-09-01,"feminism definition","feminism meaning",NA,"feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","AU",2018-10-01,NA,"feminism definition","feminist definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","PH",2018-11-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","PH",2018-12-01,NA,"feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","US",2019-01-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","lesbian","lesbian feminism","feminism quotes","white feminism","feminism meaning","third wave feminism","second wave feminism","first wave feminism","radical feminism","hood feminism","modern feminism","waves of feminism","anti feminism","toxic feminism","gloria steinem","feminism memes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","CA",2019-01-01,NA,"feminism definition","intersectional feminism","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","IN",2019-01-01,"feminism meaning",NA,"feminist meaning","lesbian feminism","feminism in india","feminism definition","feminism meaning in hindi","what is feminism","radical feminism","history of feminism","feminine meaning","socialist feminism","feminism meaning in english","women empowerment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","GB",2019-01-01,NA,"feminism definition","what is feminism","intersectional feminism","radical feminism","second wave feminism","first wave feminism","third wave feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","NG",2019-01-01,"lesbian feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","US",2019-02-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","feminism quotes","white feminism","second wave feminism","black feminism","feminism meaning","third wave feminism","first wave feminism","radical feminism","suffrage","feminism is for everybody","waves of feminism","sexism","what is a feminist","everyday feminism","patriarchy","brie larson","gloria steinem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","CA",2019-02-01,NA,"feminism definition","intersectional feminism","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","IN",2019-02-01,"feminism meaning",NA,"feminist meaning","feminism in india","what is feminism","feminism meaning in hindi","feminism definition","feminism meaning in tamil","black feminism","women empowerment","socialist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","GB",2019-02-01,NA,"what is feminism","intersectional feminism","feminism definition","feminism meaning","radical feminism","third wave feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","NG",2019-02-01,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","US",2019-03-01,NA,"feminism definition","what is feminism","intersectional feminism","feminist definition","feminism quotes","second wave feminism","feminism meaning","black feminism","third wave feminism","radical feminism","white feminism","first wave feminism","what is a feminist","feminism examples","history of feminism","feminism quote","captain marvel feminism","whats feminism","feminist meaning","marxism","egalitarian vs feminism","fourth wave feminism","betty friedan","marxist feminism","feminism symbol","when did feminism start","feminist quotes","carceral feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","CA",2019-03-01,NA,"what is feminism","feminism definition","intersectional feminism","captain marvel feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","IN",2019-03-01,"feminism meaning",NA,"feminist meaning","feminism in hindi","feminism in india","feminism meaning in hindi","what is feminism","feminism quotes","feminism definition","feminism meaning in tamil","feminism in literature","radical feminism","waves of feminism","feminist meaning in hindi","types of feminism","liberal feminism","feminism opposite","feminism meaning in telugu","feminist meaning in tamil","feminism in english literature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","GB",2019-03-01,NA,"feminism definition","what is feminism","intersectional feminism","feminism meaning","liberal feminism","radical feminism","marxist feminism","second wave feminism","third wave feminism","feminist definition","waves of feminism","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","NG",2019-03-01,"feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","US",2019-04-01,"feminism definition",NA,"what is feminism","second wave feminism","intersectional feminism","feminist definition","feminism quotes","black feminism","third wave feminism","first wave feminism","radical feminism","white feminism","feminism meaning","waves of feminism","what is a feminist","feminist movement","feminist quotes","everyday feminism","fourth wave feminism","counterculture","the feminine mystique","avengers endgame feminism","phyllis schlafly","love joy feminism","plagiarism checker","american indian movement","equal rights amendment","civil rights act of 1964","roe v wade","betty friedan","liberal feminism definition","carceral feminism","when did feminism start",NA,NA,NA,NA,NA,NA,NA
"511","CA",2019-04-01,"feminism definition",NA,"intersectional feminism","what is feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","IN",2019-04-01,"feminism meaning",NA,"feminist meaning","feminism in hindi","what is feminism","feminism meaning in hindi","feminism in india","feminism definition","radical feminism","waves of feminism","liberal feminism","feminism meaning in tamil","third wave feminism","feminine meaning","marxist feminism","pseudo feminism","opposite of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","GB",2019-04-01,NA,"feminism definition","what is feminism","intersectional feminism","feminism meaning","third wave feminism","liberal feminism","waves of feminism","feminist definition","second wave feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","US",2019-05-01,"feminism definition",NA,"what is feminism","second wave feminism","intersectional feminism","feminist definition","third wave feminism","white feminism","feminism quotes","feminism meaning","radical feminism","first wave feminism","waves of feminism","fourth wave feminism","liberal feminism","history of feminism","now","cesar chavez","feminism memes","phyllis schlafly","19th amendment","when did feminism start","modern day feminism","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","IN",2019-05-01,"feminism meaning",NA,"feminist meaning","feminism definition","feminism in hindi","feminism in india","what is feminism","radical feminism","liberal feminism","types of feminism","black feminism","socialist feminism","feminism meaning in telugu","third wave feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","GB",2019-05-01,NA,"feminism definition","what is feminism","second wave feminism","radical feminism","intersectional feminism","feminism quotes","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","US",2019-06-01,"feminism definition",NA,"what is feminism","intersectional feminism","white feminism","second wave feminism","feminist definition","feminism meaning","third wave feminism","waves of feminism","everyday feminism","fourth wave feminism","what is a feminist","feminism meme","carceral feminism","sex positive feminism","roe v wade","love joy feminism","gloria steinem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","CA",2019-06-01,NA,"feminism definition","intersectional feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","IN",2019-06-01,"feminism meaning",NA,"feminism in hindi","feminist meaning","feminism meaning in hindi","feminism definition","what is feminism","feminism in india","intersectional feminism","feminism meaning in marathi","feminism meaning in tamil","postmodern feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","GB",2019-06-01,NA,"feminism definition","intersectional feminism","what is feminism","feminism meaning","dominic raab feminism","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","NG",2019-06-01,"what is feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","US",2019-07-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","third wave feminism","radical feminism","white feminism","second wave feminism","feminism examples","first wave feminism","everyday feminism","liberal feminism","what is a feminist","feminism meme","jordan peterson feminism","love joy feminism","carceral feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","IN",2019-07-01,"feminism meaning",NA,"feminism in hindi","feminist meaning","feminism meaning in hindi","feminism in india","what is feminism","feminism definition","patriarchy","feminism meaning in telugu","feminism meaning in english","feminism quotes","feminism meaning in tamil","types of feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","GB",2019-07-01,NA,"feminism definition","radical feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","NG",2019-07-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","US",2019-08-01,"feminism definition",NA,"what is feminism","intersectional feminism","feminist definition","radical feminism","second wave feminism","white feminism","feminism meaning","third wave feminism","everyday feminism","feminism is for everybody","first wave feminism","what is a feminist","love joy feminism","feminism is cancer","fourth wave feminism","waves of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","IN",2019-08-01,"feminism meaning","feminism in hindi",NA,"feminist meaning","feminism meaning in hindi","feminism in india","what is feminism","feminism definition","feminism meaning in tamil","pseudo feminism","quotes on feminism","feminine meaning","feminism meaning in marathi","black feminism","essay on feminism","feminism meaning in telugu","feminist meaning in hindi","third wave feminism","waves of feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","GB",2019-08-01,NA,"feminism definition","intersectional feminism","feminism meaning","what is a feminist","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","US",2019-09-01,"feminism definition",NA,"what is feminism","feminist definition","intersectional feminism","third wave feminism","white feminism","second wave feminism","first wave feminism","feminism quotes","feminism meaning","waves of feminism","liberal feminism","everyday feminism","fourth wave feminism","socialist feminism","forced feminism","patriarchy","hood feminism","materialist feminism","transnational feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","CA",2019-09-01,NA,"feminism definition","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","IN",2019-09-01,"feminism meaning","feminism in hindi",NA,"feminism meaning in hindi","feminist meaning","fake feminism","what is feminism","feminism in india","feminism quotes","feminism definition","feminism meaning in english","feminism meaning in tamil","pseudo feminism","liberal feminism","feminism meaning in marathi","feminist meaning in hindi","fake feminism rap hustle","feminism meaning in telugu","feminine meaning","black feminism","post feminism","radical feminism","fake feminism quotes","molestation meaning","toxic feminism meaning in hindi","feminism meaning in gujarati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","GB",2019-09-01,NA,"what is feminism","radical feminism","feminism definition","feminism meaning","liberal feminism","intersectional feminism","marxist feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","US",2019-10-01,"feminism definition",NA,"what is feminism","black feminism","second wave feminism","intersectional feminism","white feminism","feminist definition","radical feminism","feminism meaning","third wave feminism","first wave feminism","waves of feminism","feminism examples","fourth wave feminism","liberal feminism","sexism","patriarchy","love joy feminism","blackish feminism episode","lean in feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","CA",2019-10-01,"feminism definition",NA,"what is feminism","intersectional feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","IN",2019-10-01,"feminism meaning",NA,"feminism meaning in hindi","feminist meaning","feminism in india","what is feminism","liberal feminism","radical feminism","feminism meaning in tamil","socialist feminism","feminism essay","kamini roy","feminism meaning in english","waves of feminism","second wave feminism","feminism meaning in marathi","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","GB",2019-10-01,NA,"what is feminism","feminism definition","feminism meaning","intersectional feminism","first wave feminism","marxist feminism","third wave feminism","feminist meaning","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
